link_id,from_node_id,to_node_id,dir_flag,length,vdf_length_mi,lanes,capacity,free_speed,vdf_free_speed_mph,vdf_toll,link_type,allowed_uses,vdf_alpha,vdf_beta,vdf_plf,ref_volume,ref_cost,vdf_fftt,geometry
15216,6689,6690,1,366000,227.421786,1,900,2440,1516.14524,0,1,,2,4,1,0,-1,9,"LINESTRING (31.1637 21.2068, 31.032 21.3926)"
15217,6690,797,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.032 21.3926, 30.9096 21.3106)"
15218,6690,798,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.032 21.3926, 31.0606 21.6561)"
15219,6690,6683,1,190000,118.06049,1,900,2442.856968,1517.920477,0,1,,2,4,1,0,-1,4.666667,"LINESTRING (31.032 21.3926, 30.9587 21.4858)"
15220,6690,6691,1,624000,387.735504,1,900,2389.787183,1484.944452,0,1,,2,4,1,0,-1,15.666667,"LINESTRING (31.032 21.3926, 31.2637 21.0813)"
15221,6691,799,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.2637 21.0813, 31.3153 21.2969)"
15222,6691,6718,1,113000,70.214923,1,900,2542.499682,1579.83557,0,1,,2,4,1,0,-1,2.666667,"LINESTRING (31.2637 21.0813, 31.3054 21.0235)"
15223,6692,6675,1,282000,175.226622,1,900,2417.142857,1501.942474,0,1,,2,4,1,0,-1,7,"LINESTRING (31.0742 20.2605, 31.0071 20.0983)"
15224,6693,6697,1,158000,98.176618,1,2400,2370,1472.64927,0,1,,2,4,1,0,-1,4,"LINESTRING (31.2923 20.2773, 31.3582 20.2027)"
15225,6694,6692,1,97000,60.272987,1,900,2182.499727,1356.142038,0,1,,2,4,1,0,-1,2.666667,"LINESTRING (31.1047 20.3127, 31.0742 20.2605)"
15226,6694,6699,1,141000,87.613311,1,900,2307.272518,1433.672231,0,1,,2,4,1,0,-1,3.666667,"LINESTRING (31.1047 20.3127, 31.1587 20.3829)"
15227,6695,6696,1,22000,13.670162,1,2400,1979.99901,1230.313965,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (31.3383 20.2226, 31.3284 20.2325)"
15228,6696,6666,1,356000,221.208076,1,2400,2002.499937,1244.295389,0,1,,2,4,1,0,-1,10.666667,"LINESTRING (31.3284 20.2325, 31.2327 20.4301)"
15229,6697,6695,1,45000,27.961695,1,2400,2025.000506,1258.27659,0,1,,2,4,1,0,-1,1.333333,"LINESTRING (31.3582 20.2027, 31.3383 20.2226)"
15230,6697,6737,1,237000,147.264927,1,2400,735.5172541,457.0290917,0,1,,2,4,1,0,-1,19.333333,"LINESTRING (31.3582 20.2027, 31.4775 20.1145)"
15231,6698,6736,1,159000,98.797989,1,2400,715.5000179,444.5909616,0,1,,2,4,1,0,-1,13.333333,"LINESTRING (31.2302 20.9601, 31.3141 21.013)"
15232,6699,6700,1,160000,99.41936,1,900,2400,1491.2904,0,1,,2,4,1,0,-1,4,"LINESTRING (31.1587 20.3829, 31.2265 20.4562)"
15233,6700,6665,1,46000,28.583066,1,2400,2070.000518,1286.238292,0,1,,2,4,1,0,-1,1.333333,"LINESTRING (31.2265 20.4562, 31.2215 20.4848)"
15234,6700,6693,1,308000,191.382268,1,2400,2217.600089,1377.952385,0,1,,2,4,1,0,-1,8.333333,"LINESTRING (31.2265 20.4562, 31.2923 20.2773)"
15235,6700,6694,1,301000,187.032671,1,900,2355.652071,1463.733883,0,1,,2,4,1,0,-1,7.666667,"LINESTRING (31.2265 20.4562, 31.1047 20.3127)"
15236,6701,800,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.7758 20.6706, 31.6478 20.8694)"
15237,6701,802,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.7758 20.6706, 31.7155 20.4512)"
15238,6701,6706,1,140000,86.99194,1,900,2290.908883,1423.504343,0,1,,2,4,1,0,-1,3.666667,"LINESTRING (31.7758 20.6706, 31.7925 20.757)"
15239,6702,789,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.0568 21.9823, 30.7952 22.1911)"
15240,6702,6174,1,1098000,682.265358,1,2400,2410.243932,1497.655682,0,1,,2,4,1,0,-1,27.333333,"LINESTRING (31.0568 21.9823, 30.3783 21.9736)"
15241,6703,793,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.2892 21.7275, 31.3284 21.781)"
15242,6703,798,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.2892 21.7275, 31.0606 21.6561)"
15243,6703,6704,1,289000,179.576219,1,900,2364.545562,1469.26004,0,1,,2,4,1,0,-1,7.333333,"LINESTRING (31.2892 21.7275, 31.2234 21.8847)"
15244,6704,793,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.2234 21.8847, 31.3284 21.781)"
15245,6704,798,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.2234 21.8847, 31.0606 21.6561)"
15246,6704,6644,1,429000,266.568159,1,2400,2413.124925,1499.445848,0,1,,2,4,1,0,-1,10.666667,"LINESTRING (31.2234 21.8847, 31.4893 21.863)"
15247,6704,6702,1,309000,192.003639,1,2400,2418.260764,1502.637109,0,1,,2,4,1,0,-1,7.666667,"LINESTRING (31.2234 21.8847, 31.0568 21.9823)"
15248,6704,6727,1,754000,468.513734,1,900,1859.178108,1155.23936,0,1,,2,4,1,0,-1,24.333333,"LINESTRING (31.2234 21.8847, 31.4713 21.5014)"
15249,6705,800,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.7391 20.6159, 31.6478 20.8694)"
15250,6705,802,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.7391 20.6159, 31.7155 20.4512)"
15251,6705,6701,1,105000,65.243955,1,900,2100,1304.8791,0,1,,2,4,1,0,-1,3,"LINESTRING (31.7391 20.6159, 31.7758 20.6706)"
15252,6706,800,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.7925 20.757, 31.6478 20.8694)"
15253,6706,6707,1,129000,80.156859,1,900,2110.908899,1311.657573,0,1,,2,4,1,0,-1,3.666667,"LINESTRING (31.7925 20.757, 31.8087 20.8359)"
15254,6707,800,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.8087 20.8359, 31.6478 20.8694)"
15255,6707,6721,1,571000,354.802841,1,900,2097.551063,1303.357402,0,1,,2,4,1,0,-1,16.333333,"LINESTRING (31.8087 20.8359, 31.6596 20.5003)"
15256,6707,6731,1,607000,377.172197,1,900,2375.217443,1475.891238,0,1,,2,4,1,0,-1,15.333333,"LINESTRING (31.8087 20.8359, 31.6248 21.1658)"
15257,6708,795,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.7136 20.9949, 31.9323 21.0726)"
15258,6708,800,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.7136 20.9949, 31.6478 20.8694)"
15259,6708,6707,1,297000,184.547187,1,900,2227.5,1384.103903,0,1,,2,4,1,0,-1,8,"LINESTRING (31.7136 20.9949, 31.8087 20.8359)"
15260,6709,6712,1,402000,249.791142,1,2400,2128.235357,1322.423732,0,1,,2,4,1,0,-1,11.333333,"LINESTRING (31.8242 20.2574, 32.0324 20.3959)"
15261,6710,6709,1,81000,50.331051,1,2400,2082.85744,1294.227211,0,1,,2,4,1,0,-1,2.333333,"LINESTRING (31.7782 20.2356, 31.8242 20.2574)"
15262,6711,6720,1,153000,95.069763,1,900,2118.461701,1316.350666,0,1,,2,4,1,0,-1,4.333333,"LINESTRING (31.5552 20.3487, 31.6099 20.4276)"
15263,6712,6713,1,178000,110.604038,1,2400,2136,1327.248456,0,1,,2,4,1,0,-1,5,"LINESTRING (32.0324 20.3959, 31.9423 20.3313)"
15264,6712,6714,1,199000,123.652829,1,2400,2238.75014,1391.094413,0,1,,2,4,1,0,-1,5.333333,"LINESTRING (32.0324 20.3959, 32.1324 20.4693)"
15265,6713,6813,1,586000,364.123406,1,2400,2293.043528,1424.83075,0,1,,2,4,1,0,-1,15.333333,"LINESTRING (31.9423 20.3313, 31.6198 20.1629)"
15266,6714,6712,1,199000,123.652829,1,2400,2388,1483.833948,0,1,,2,4,1,0,-1,5,"LINESTRING (32.1324 20.4693, 32.0324 20.3959)"
15267,6714,6867,1,348000,216.237108,1,2400,978.7500153,608.1668758,0,1,,2,4,1,0,-1,21.333333,"LINESTRING (32.1324 20.4693, 32.2958 20.6128)"
15268,6715,802,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.5695 20.3692, 31.7155 20.4512)"
15269,6715,6730,1,411000,255.383481,1,900,2386.45169,1482.871873,0,1,,2,4,1,0,-1,10.333333,"LINESTRING (31.5695 20.3692, 31.5365 20.1412)"
15270,6716,6730,1,43000,26.718953,1,2800,1547.99969,961.8821156,0,1,,2,4,1,0,-1,1.666667,"LINESTRING (31.5626 20.1461, 31.5365 20.1412)"
15271,6716,6813,1,95000,59.030245,1,2400,1554.545313,965.9493758,0,1,,2,4,1,0,-1,3.666667,"LINESTRING (31.5626 20.1461, 31.6198 20.1629)"
15272,6717,795,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.8565 21.0534, 31.9323 21.0726)"
15273,6717,6985,1,446000,277.131466,1,900,627.1874951,389.716121,0,1,,2,4,1,0,-1,42.666667,"LINESTRING (31.8565 21.0534, 31.7372 21.2932)"
15274,6718,1020,1,16000,9.941936,1,2400,2880.00288,1789.55027,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (31.3054 21.0235, 31.2967 21.0186)"
15275,6718,6686,1,30000,18.64113,1,900,1350.000338,838.8510597,0,1,,2,4,1,0,-1,1.333333,"LINESTRING (31.3054 21.0235, 31.2942 21.0397)"
15276,6718,6736,1,22000,13.670162,1,900,1979.99901,1230.313965,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (31.3054 21.0235, 31.3141 21.013)"
15277,6719,795,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.9236 20.967, 31.9323 21.0726)"
15278,6719,6756,1,385000,239.227835,1,900,2566.666667,1594.852233,0,1,,2,4,1,0,-1,9,"LINESTRING (31.9236 20.967, 32.0722 20.7787)"
15279,6720,802,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.6099 20.4276, 31.7155 20.4512)"
15280,6720,6705,1,225000,139.808475,1,900,1306.451655,811.7911713,0,1,,2,4,1,0,-1,10.333333,"LINESTRING (31.6099 20.4276, 31.7391 20.6159)"
15281,6721,802,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.6596 20.5003, 31.7155 20.4512)"
15282,6721,6715,1,254000,157.828234,1,900,2078.181913,1291.321973,0,1,,2,4,1,0,-1,7.333333,"LINESTRING (31.6596 20.5003, 31.5695 20.3692)"
15283,6722,799,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.4651 21.1248, 31.3153 21.2969)"
15284,6722,6177,1,213000,132.352023,1,900,2396.25015,1488.960352,0,1,,2,4,1,0,-1,5.333333,"LINESTRING (31.4651 21.1248, 31.5166 21.2106)"
15285,6722,6718,1,302000,187.654042,1,2400,1430.526278,888.887544,0,1,,2,4,1,0,-1,12.666667,"LINESTRING (31.4651 21.1248, 31.3054 21.0235)"
15286,6722,6734,1,22000,13.670162,1,900,1979.99901,1230.313965,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (31.4651 21.1248, 31.4713 21.1124)"
15287,6723,6151,1,262000,162.799202,1,2400,2050.434693,1274.080656,0,1,,2,4,1,0,-1,7.666667,"LINESTRING (31.8715 21.9314, 31.9038 22.091)"
15288,6723,6729,1,165000,102.526215,1,2400,2475,1537.893225,0,1,,2,4,1,0,-1,4,"LINESTRING (31.8715 21.9314, 31.8416 21.8332)"
15289,6724,6726,1,26000,16.155646,1,2400,2339.99883,1454.007413,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (31.9361 21.7679, 31.9361 21.7518)"
15290,6724,6729,1,184000,114.332264,1,2400,1380,857.49198,0,1,,2,4,1,0,-1,8,"LINESTRING (31.9361 21.7679, 31.8416 21.8332)"
15291,6725,794,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.9529 21.6611, 31.9044 21.4417)"
15292,6725,6724,1,177000,109.982667,1,2400,1874.117537,1164.522288,0,1,,2,4,1,0,-1,5.666667,"LINESTRING (31.9529 21.6611, 31.9361 21.7679)"
15293,6726,6977,1,552000,342.996792,1,2400,2423.414575,1505.839538,0,1,,2,4,1,0,-1,13.666667,"LINESTRING (31.9361 21.7518, 31.9628 21.4175)"
15294,6727,6750,1,167000,103.768957,1,900,2147.142704,1334.172209,0,1,,2,4,1,0,-1,4.666667,"LINESTRING (31.4713 21.5014, 31.5359 21.42)"
15295,6728,6638,1,31000,19.262501,1,2400,2789.998605,1733.624223,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (31.8205 21.8326, 31.8019 21.8388)"
15296,6728,6729,1,34000,21.126614,1,2400,1223.999755,760.5579519,0,1,,2,4,1,0,-1,1.666667,"LINESTRING (31.8205 21.8326, 31.8416 21.8332)"
15297,6729,6723,1,165000,102.526215,1,2400,1563.157977,971.3010353,0,1,,2,4,1,0,-1,6.333333,"LINESTRING (31.8416 21.8332, 31.8715 21.9314)"
15298,6729,6724,1,184000,114.332264,1,2400,2070.000129,1286.23805,0,1,,2,4,1,0,-1,5.333333,"LINESTRING (31.8416 21.8332, 31.9361 21.7679)"
15299,6729,6728,1,34000,21.126614,1,2400,2040,1267.59684,0,1,,2,4,1,0,-1,1,"LINESTRING (31.8416 21.8332, 31.8205 21.8326)"
15300,6730,6711,1,371000,230.528641,1,900,2023.636364,1257.428951,0,1,,2,4,1,0,-1,11,"LINESTRING (31.5365 20.1412, 31.5552 20.3487)"
15301,6730,6733,1,23000,14.291533,1,900,2069.998965,1286.237327,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (31.5365 20.1412, 31.5403 20.1275)"
15302,6730,6737,1,104000,64.622584,1,2800,1560,969.33876,0,1,,2,4,1,0,-1,4,"LINESTRING (31.5365 20.1412, 31.4775 20.1145)"
15303,6731,6176,1,443000,275.267353,1,900,2345.294187,1457.297794,0,1,,2,4,1,0,-1,11.333333,"LINESTRING (31.6248 21.1658, 31.457 21.1348)"
15304,6731,6708,1,310000,192.62501,1,900,2325,1444.687575,0,1,,2,4,1,0,-1,8,"LINESTRING (31.6248 21.1658, 31.7136 20.9949)"
15305,6731,6734,1,309000,192.003639,1,900,2418.260764,1502.637109,0,1,,2,4,1,0,-1,7.666667,"LINESTRING (31.6248 21.1658, 31.4713 21.1124)"
15306,6732,6731,1,150000,93.20565,1,900,1227.272783,762.5917165,0,1,,2,4,1,0,-1,7.333333,"LINESTRING (31.5465 21.1149, 31.6248 21.1658)"
15307,6733,6716,1,46000,28.583066,1,2400,1655.999669,1028.99017,0,1,,2,4,1,0,-1,1.666667,"LINESTRING (31.5403 20.1275, 31.5626 20.1461)"
15308,6733,6730,1,23000,14.291533,1,900,2069.998965,1286.237327,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (31.5403 20.1275, 31.5365 20.1412)"
15309,6734,1024,1,305000,189.518155,1,2400,1525,947.590775,0,1,,2,4,1,0,-1,12,"LINESTRING (31.4713 21.1124, 31.6285 21.2193)"
15310,6734,6722,1,22000,13.670162,1,900,1979.99901,1230.313965,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (31.4713 21.1124, 31.4651 21.1248)"
15311,6734,6732,1,159000,98.797989,1,900,1244.347772,773.2016194,0,1,,2,4,1,0,-1,7.666667,"LINESTRING (31.4713 21.1124, 31.5465 21.1149)"
15312,6735,6733,1,87000,54.059277,1,2400,1204.615477,748.5131237,0,1,,2,4,1,0,-1,4.333333,"LINESTRING (31.4918 20.1027, 31.5403 20.1275)"
15313,6735,6737,1,29000,18.019759,1,2400,2609.998695,1621.777499,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (31.4918 20.1027, 31.4775 20.1145)"
15314,6736,6718,1,22000,13.670162,1,900,1979.99901,1230.313965,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (31.3141 21.013, 31.3054 21.0235)"
15315,6736,6734,1,298000,185.168558,1,2400,1308.292651,812.9351129,0,1,,2,4,1,0,-1,13.666667,"LINESTRING (31.3141 21.013, 31.4713 21.1124)"
15316,6737,6697,1,237000,147.264927,1,2400,2132.999893,1325.384277,0,1,,2,4,1,0,-1,6.666667,"LINESTRING (31.4775 20.1145, 31.3582 20.2027)"
15317,6737,6735,1,29000,18.019759,1,2800,745.7143922,463.3652976,0,1,,2,4,1,0,-1,2.333333,"LINESTRING (31.4775 20.1145, 31.4918 20.1027)"
15318,6737,6966,1,164000,101.904844,1,2400,641.7391444,398.7580939,0,1,,2,4,1,0,-1,15.333333,"LINESTRING (31.4775 20.1145, 31.4694 20.0119)"
15319,6738,812,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (32.737 20.4307, 32.8489 20.839)"
15320,6738,6752,1,767000,476.591557,1,2400,1944.507015,1208.260268,0,1,,2,4,1,0,-1,23.666667,"LINESTRING (32.737 20.4307, 32.2996 20.6072)"
15321,6739,812,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (33.0079 20.3841, 32.8489 20.839)"
15322,6739,5644,1,76000,47.224196,1,2400,2735.999453,1700.070716,0,1,,2,4,1,0,-1,1.666667,"LINESTRING (33.0079 20.3841, 33.0545 20.3785)"
15323,6739,5647,1,340000,211.26614,1,900,2550,1584.49605,0,1,,2,4,1,0,-1,8,"LINESTRING (33.0079 20.3841, 33.1049 20.573)"
15324,6739,6738,1,442000,274.645982,1,2400,2652,1647.875892,0,1,,2,4,1,0,-1,10,"LINESTRING (33.0079 20.3841, 32.737 20.4307)"
15325,6740,6742,1,435000,270.296385,1,2400,2372.727273,1474.343918,0,1,,2,4,1,0,-1,11,"LINESTRING (32.7588 19.4384, 32.5053 19.3408)"
15326,6741,6788,1,214000,132.973394,1,2400,2963.077151,1841.170212,0,1,,2,4,1,0,-1,4.333333,"LINESTRING (32.5904 19.3607, 32.7221 19.3875)"
15327,6742,4274,1,558000,346.725018,1,2400,2092.5,1300.218818,0,1,,2,4,1,0,-1,16,"LINESTRING (32.5053 19.3408, 32.1809 19.1886)"
15328,6743,1022,1,58000,36.039518,1,2400,1044.000104,648.7113889,0,1,,2,4,1,0,-1,3.333333,"LINESTRING (33.9189 21.7723, 33.8884 21.753)"
15329,6743,5608,1,54000,33.554034,1,2400,1080,671.08068,0,1,,2,4,1,0,-1,3,"LINESTRING (33.9189 21.7723, 33.9481 21.7909)"
15330,6744,7259,1,275000,170.877025,1,900,2357.142857,1464.660214,0,1,,2,4,1,0,-1,7,"LINESTRING (33.5349 21.0502, 33.382 21.1279)"
15331,6745,6744,1,26000,16.155646,1,900,2339.99883,1454.007413,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (33.5504 21.0428, 33.5349 21.0502)"
15332,6745,6747,1,22000,13.670162,1,2400,1979.99901,1230.313965,0,1,,2,4,1,0,-1,0.666667,"LINESTRING (33.5504 21.0428, 33.5436 21.0304)"
15333,6746,6980,1,644000,400.162924,1,2400,2365.714334,1469.986281,0,1,,2,4,1,0,-1,16.333333,"LINESTRING (33.8002 21.6959, 33.4299 21.5418)"
15334,6747,6845,1,160000,99.41936,1,2400,2400,1491.2904,0,1,,2,4,1,0,-1,4,"LINESTRING (33.5436 21.0304, 33.6324 20.985)"
15335,6747,7485,1,191000,118.681861,1,2400,2455.71411,1525.909532,0,1,,2,4,1,0,-1,4.666667,"LINESTRING (33.5436 21.0304, 33.5038 20.9185)"
15336,6748,6749,1,289000,179.576219,1,900,2364.545562,1469.26004,0,1,,2,4,1,0,-1,7.333333,"LINESTRING (32.189 20.7445, 32.3226 20.8657)"
15337,6748,6754,1,109000,67.729439,1,900,2452.499693,1523.912187,0,1,,2,4,1,0,-1,2.666667,"LINESTRING (32.189 20.7445, 32.1697 20.6836)"
15338,6749,812,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (32.3226 20.8657, 32.8489 20.839)"
15339,6749,6758,1,50000,31.06855,1,900,2250.000563,1398.0851,0,1,,2,4,1,0,-1,1.333333,"LINESTRING (32.3226 20.8657, 32.3456 20.8868)"
15340,6750,6753,1,282000,175.226622,1,900,1750.344767,1087.613478,0,1,,2,4,1,0,-1,9.666667,"LINESTRING (31.5359 21.42, 31.6801 21.3373)"
15341,6751,793,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.3321 21.6741, 31.3284 21.781)"
15342,6751,6703,1,110000,68.35081,1,900,1650,1025.26215,0,1,,2,4,1,0,-1,4,"LINESTRING (31.3321 21.6741, 31.2892 21.7275)"
15343,6752,6739,1,1209000,751.237539,1,2400,2621.927679,1629.189824,0,1,,2,4,1,0,-1,27.666667,"LINESTRING (32.2996 20.6072, 33.0079 20.3841)"
15344,6752,6867,1,10000,6.21371,1,2400,1800.0018,1118.468918,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (32.2996 20.6072, 32.2958 20.6128)"
15345,6753,794,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (31.6801 21.3373, 31.9044 21.4417)"
15346,6753,6751,1,804000,499.582284,1,900,2192.727273,1362.497138,0,1,,2,4,1,0,-1,22,"LINESTRING (31.6801 21.3373, 31.3321 21.6741)"
15347,6753,6979,1,100000,62.1371,1,900,461.5384615,286.7866154,0,1,,2,4,1,0,-1,13,"LINESTRING (31.6801 21.3373, 31.731 21.3025)"
15348,6754,6748,1,109000,67.729439,1,900,2452.499693,1523.912187,0,1,,2,4,1,0,-1,2.666667,"LINESTRING (32.1697 20.6836, 32.189 20.7445)"
15349,6754,6756,1,224000,139.187104,1,900,2688,1670.245248,0,1,,2,4,1,0,-1,5,"LINESTRING (32.1697 20.6836, 32.0722 20.7787)"
15350,6754,6867,1,234000,145.400814,1,900,1358.709721,844.2628182,0,1,,2,4,1,0,-1,10.333333,"LINESTRING (32.1697 20.6836, 32.2958 20.6128)"
15351,6755,792,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (32.6283 21.5324, 32.9489 21.6107)"
15352,6755,6989,1,421000,261.597191,1,2400,2368.124926,1471.484153,0,1,,2,4,1,0,-1,10.666667,"LINESTRING (32.6283 21.5324, 32.3766 21.5082)"
15353,6756,6717,1,561000,348.589131,1,900,2524.500063,1568.651129,0,1,,2,4,1,0,-1,13.333333,"LINESTRING (32.0722 20.7787, 31.8565 21.0534)"
15354,6756,6754,1,224000,139.187104,1,900,2520.000158,1565.855018,0,1,,2,4,1,0,-1,5.333333,"LINESTRING (32.0722 20.7787, 32.1697 20.6836)"
15355,6757,792,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (32.5357 21.5567, 32.9489 21.6107)"
15356,6757,5645,1,825000,512.631075,1,2400,2395.161252,1488.283742,0,1,,2,4,1,0,-1,20.666667,"LINESTRING (32.5357 21.5567, 33.0117 21.3771)"
15357,6758,6987,1,510000,316.89921,1,900,2415.78941,1501.101482,0,1,,2,4,1,0,-1,12.666667,"LINESTRING (32.3456 20.8868, 32.1467 21.1341)"
15358,6759,796,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (32.2753 20.9726, 32.2803 21.264)"
15359,6759,6748,1,517000,321.248807,1,900,2386.153846,1482.686802,0,1,,2,4,1,0,-1,13,"LINESTRING (32.2753 20.9726, 32.189 20.7445)"
15360,6760,4243,1,38000,23.612098,1,2400,1710.000428,1062.544676,0,1,,2,4,1,0,-1,1.333333,"LINESTRING (33.2758 19.0612, 33.2925 19.037)"
15361,6761,832,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (33.6113 19.2023, 33.6057 19.3495)"
15362,6761,4236,1,243000,150.993153,1,2400,2186.999891,1358.938309,0,1,,2,4,1,0,-1,6.666667,"LINESTRING (33.6113 19.2023, 33.5367 19.0706)"
15363,6762,833,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (33.8263 19.6435, 33.9773 19.6447)"
15364,6762,6780,1,126000,78.292746,1,2400,2268.000227,1409.269569,0,1,,2,4,1,0,-1,3.333333,"LINESTRING (33.8263 19.6435, 33.7946 19.5714)"
15365,6763,3647,1,185000,114.953635,1,2400,2561.538659,1591.665838,0,1,,2,4,1,0,-1,4.333333,"LINESTRING (33.7542 19.49, 33.7039 19.3862)"
15366,6764,818,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (33.2118 20.176, 33.2062 19.9703)"
15367,6764,7478,1,88000,54.680648,1,2800,565.7143059,351.518464,0,1,,2,4,1,0,-1,9.333333,"LINESTRING (33.2118 20.176, 33.162 20.2002)"
15368,6765,815,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (33.784 20.934, 33.8393 21.1397)"
15369,6765,6767,1,10000,6.21371,1,2400,1800.0018,1118.468918,0,1,,2,4,1,0,-1,0.333333,"LINESTRING (33.784 20.934, 33.7909 20.9322)"
15370,6766,817,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (34.1419 20.9017, 34.3234 21.1795)"
15371,6766,6768,1,200000,124.2742,1,2400,2400,1491.2904,0,1,,2,4,1,0,-1,5,"LINESTRING (34.1419 20.9017, 34.2619 20.8682)"
15372,6767,815,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (33.7909 20.9322, 33.8393 21.1397)"
15373,6767,6766,1,567000,352.317357,1,2400,2373.488427,1474.816878,0,1,,2,4,1,0,-1,14.333333,"LINESTRING (33.7909 20.9322, 34.1419 20.9017)"
15374,6768,817,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (34.2619 20.8682, 34.3234 21.1795)"
15375,6768,1034,1,1156000,718.304876,1,900,1809.39132,1124.303294,0,1,,2,4,1,0,-1,38.333333,"LINESTRING (34.2619 20.8682, 34.2507 21.3653)"
15376,6768,3652,1,229000,142.293959,1,2400,2424.70574,1506.64183,0,1,,2,4,1,0,-1,5.666667,"LINESTRING (34.2619 20.8682, 34.2911 20.7327)"
15377,6768,6769,1,608000,377.793568,1,2400,2064.905621,1283.072471,0,1,,2,4,1,0,-1,17.666667,"LINESTRING (34.2619 20.8682, 33.8878 20.9142)"
15378,6769,815,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (33.8878 20.9142, 33.8393 21.1397)"
15379,6769,6839,1,239000,148.507669,1,2400,2688.750168,1670.711381,0,1,,2,4,1,0,-1,5.333333,"LINESTRING (33.8878 20.9142, 33.743 20.9477)"
15380,6770,822,1,0,0,1,999999,90,55.92339,0,0,,0,4,1,0,-1,0,"LINESTRING (34.1811 20.1698, 33.8779 20.4643)"
15381,6770,6782,1,571000,354.802841,1,2400,1581.230745,982.5309292,0,1,,2,4,1,0,-1,21.666667,"LINESTRING (34.1811 20.1698, 34.2488 20.5183)"
